gene	Nnon	Nsil	Nflank	nnon	npat	nsite	nsil	nflank	nnei	fMLE	p	score	time	q
SLC4A1	1127042	363670	255920	23	21	21	10	0	20	5.824374e-01	5.567626e-06	6.250017e+01	5.274060e-01	4.908924e-04
DGKB	927740	245412	293048	42	39	39	11	1	9	3.109019e+00	5.750151e-06	1.103854e+02	7.771730e-01	5.045481e-04
COL4A2	1877907	636722	748300	42	37	40	6	0	5	6.602699e-01	6.099385e-06	9.674308e+01	5.135300e-01	5.326310e-04
SI	2489776	646688	688548	119	93	115	21	0	11	3.482694e+00	6.162514e-06	1.924392e+02	1.050939e+00	5.355811e-04
DRP2	1164906	321896	344582	21	19	21	2	0	7	3.155624e-01	6.298101e-06	6.309867e+01	5.296950e-01	5.447708e-04
GAL3ST3	299317	96385	14840	10	10	10	2	0	19	3.952606e-01	6.489841e-06	3.788369e+01	4.695090e-01	5.587080e-04
RGS1	287777	73781	85022	16	14	14	3	1	20	1.503818e+00	6.575500e-06	4.727912e+01	1.146975e+00	5.623268e-04
C11orf63	1080848	281472	148162	20	20	19	2	0	20	6.005396e-01	6.593498e-06	6.162078e+01	5.010600e-01	5.623268e-04
TMEM200A	643002	186353	18340	29	29	28	15	0	20	1.712914e+00	7.455986e-06	7.095487e+01	1.048612e+00	6.329265e-04
RELN	4681793	1261232	1041320	107	85	103	38	0	14	1.571044e+00	7.532584e-06	1.839298e+02	9.370080e-01	6.364684e-04
MIA2	883431	225228	83020	13	13	13	1	0	10	5.727389e-01	7.649790e-06	5.252223e+01	9.596980e-01	6.433932e-04
KIAA2022	1994432	532909	39284	44	38	42	7	0	11	7.434786e-01	7.803411e-06	8.923010e+01	5.177040e-01	6.533030e-04
SLC1A3	720752	217346	139958	19	19	17	9	1	20	9.830988e-01	7.886553e-06	5.880791e+01	1.067263e+00	6.572488e-04
PTEN	547326	131490	133700	11	10	11	0	0	20	4.494664e-01	8.650897e-06	4.132348e+01	8.776410e-01	7.157729e-04
OR51V1	416648	123888	20566	27	26	26	9	0	20	2.065619e+00	8.667241e-06	6.173064e+01	7.637810e-01	7.157729e-04
OR10Q1	406430	132277	21728	23	22	23	11	0	20	1.821897e+00	8.981049e-06	6.221830e+01	5.195340e-01	7.335086e-04
RP1L1	2943193	926838	75922	120	94	119	31	0	20	2.342703e+00	9.017232e-06	1.821359e+02	1.100814e+00	7.335086e-04
SUN1	982784	291236	535850	17	17	16	1	0	12	7.095158e-01	9.020232e-06	6.588169e+01	1.077203e+00	7.335086e-04
SELP	1128308	306835	267750	30	27	29	7	0	12	1.031084e+00	9.042761e-06	7.868242e+01	1.061157e+00	7.335086e-04
TMEM169	442602	130053	54488	14	13	14	3	0	20	5.740234e-01	9.363377e-06	4.232173e+01	1.017831e+00	7.561548e-04
TLL1	1389201	360939	341880	46	42	44	8	0	1	1.417801e+00	9.428944e-06	1.265413e+02	7.087160e-01	7.580954e-04
OR4C46	404797	115978	18550	32	31	29	10	0	16	3.602361e+00	9.888705e-06	7.344194e+01	1.021485e+00	7.915735e-04
OR56A4	468923	145254	19530	23	22	20	5	0	19	1.907077e+00	9.939714e-06	6.257234e+01	6.055320e-01	7.921822e-04
TNR	1800953	534231	359716	117	94	110	23	0	0	3.689205e+00	1.001330e-05	2.022637e+02	1.167006e+00	7.934176e-04
PCDH18	1494849	426754	62216	39	38	38	8	0	17	1.287409e+00	1.005811e-05	8.994800e+01	8.118210e-01	7.934176e-04
DPYS	579946	164959	138026	24	23	23	7	0	20	1.812950e+00	1.008563e-05	6.892205e+01	6.705950e-01	7.934176e-04
PRB2	497742	181087	48538	16	15	15	0	0	12	1.174618e+00	1.028808e-05	5.461162e+01	1.163431e+00	8.058704e-04
MC5R	421264	124479	18998	24	22	21	7	0	20	2.472575e+00	1.046422e-05	6.890462e+01	8.235440e-01	8.161642e-04
HMCN1	7520125	2192686	1739542	111	85	107	31	0	20	1.240300e+00	1.053907e-05	2.019875e+02	7.485770e-01	8.185049e-04
MYH2	2659357	693672	556332	80	69	76	22	0	5	2.278321e+00	1.062130e-05	1.614145e+02	7.703690e-01	8.213957e-04
CACNA1B	2158896	633577	557144	41	38	39	14	2	20	1.101472e+00	1.093871e-05	1.080561e+02	5.018900e-01	8.423726e-04
DRD2	585212	171068	119378	28	22	27	4	0	20	1.427531e+00	1.112880e-05	6.601123e+01	6.262530e-01	8.534109e-04
CSNK1A1L	451554	118230	19236	14	13	14	1	0	20	1.001001e+00	1.158632e-05	4.875584e+01	5.181270e-01	8.847781e-04
ABCG5	754703	226214	160860	19	18	19	5	0	20	1.105141e+00	1.177845e-05	6.313123e+01	9.724160e-01	8.957020e-04
HNRNPCL1	389568	105844	20132	16	15	16	3	0	20	8.706939e-01	1.197068e-05	4.376752e+01	6.350550e-01	9.065433e-04
SERPINB3	535581	135711	116942	27	26	26	4	0	10	2.631740e+00	1.206893e-05	7.679640e+01	7.533160e-01	9.084630e-04
ZCCHC12	525814	153108	18508	16	16	16	5	0	20	8.084186e-01	1.212248e-05	4.813617e+01	1.868340e+00	9.084630e-04
OPRL1	454494	155270	48692	15	15	14	5	0	20	9.903926e-01	1.214536e-05	5.175551e+01	9.396460e-01	9.084630e-04
STXBP5L	1602239	441504	403872	33	33	31	1	0	16	1.040805e+00	1.235157e-05	8.410877e+01	1.110925e+00	9.201161e-04
F5	2993188	807961	404656	41	37	39	11	0	20	7.545371e-01	1.253573e-05	9.921872e+01	8.036010e-01	9.300393e-04
SBSN	340196	101023	58212	18	17	17	1	0	11	1.134583e+00	1.286300e-05	4.841616e+01	1.038819e+00	9.504559e-04
COQ7	283808	82198	94934	6	6	5	1	0	20	4.467733e-01	1.355421e-05	3.478898e+01	8.536910e-01	9.974915e-04
SNX31	590643	149195	212352	12	12	12	3	0	20	5.939383e-01	1.366191e-05	4.471272e+01	6.631210e-01	1.001380e-03
OLFML2B	982942	298362	137018	25	24	23	11	0	20	7.177075e-01	1.408484e-05	6.094417e+01	7.471760e-01	1.027480e-03
SVOP	306872	94080	69412	10	10	10	3	0	8	6.753391e-01	1.420985e-05	3.886475e+01	9.263070e-01	1.027480e-03
GRM1	1584285	474976	145474	50	45	48	11	1	7	1.387424e+00	1.422854e-05	1.053552e+02	6.863310e-01	1.027480e-03
PTPRD	2543690	720668	636286	118	93	110	27	0	15	3.334852e+00	1.424319e-05	1.928043e+02	1.191487e+00	1.027480e-03
ITGAX	1451103	435846	411880	55	46	52	9	0	12	1.899473e+00	1.438508e-05	1.170035e+02	6.387380e-01	1.033630e-03
CPN1	614740	174530	144494	13	13	13	3	0	20	5.881234e-01	1.501642e-05	4.815558e+01	4.929700e-01	1.074763e-03
ARMC3	1143288	312804	246820	31	28	28	5	0	7	1.008145e+00	1.521929e-05	7.533223e+01	6.815240e-01	1.085028e-03
MDGA2	970149	273699	190834	49	41	45	10	0	13	3.087640e+00	1.535565e-05	1.086140e+02	5.756120e-01	1.090490e-03
OR10K1	397506	130053	18970	16	16	16	9	0	20	1.493385e+00	1.546905e-05	5.154461e+01	6.640390e-01	1.094286e-03
ATP8A2	1513764	417295	626164	31	29	28	8	0	20	1.248105e+00	1.559425e-05	8.830608e+01	7.432980e-01	1.098883e-03
REG3A	238233	67560	83664	37	34	32	8	0	2	5.501021e+00	1.591983e-05	8.628606e+01	1.012238e+00	1.117511e-03
ZFP36L1	430188	137963	37296	11	11	8	3	0	20	8.033143e-01	1.602729e-05	4.671738e+01	8.649490e-01	1.120744e-03
POSTN	1117888	305933	352100	35	33	34	3	0	3	1.650278e+00	1.628343e-05	1.006019e+02	8.677350e-01	1.134308e-03
OTOF	2484346	713452	615370	45	40	45	8	0	10	8.177943e-01	1.722432e-05	1.085118e+02	7.050410e-01	1.195289e-03
SYT9	592839	164396	98714	20	20	19	3	0	6	1.081834e+00	1.753302e-05	5.983538e+01	7.275720e-01	1.212103e-03
NFE2L2	793323	209999	59878	17	17	17	0	0	20	9.250713e-01	1.796131e-05	5.763478e+01	7.602240e-01	1.237026e-03
DIO2	351461	107085	122122	19	19	18	1	0	20	2.045063e+00	1.884405e-05	5.787814e+01	6.307650e-01	1.292943e-03
FANCM	2759372	714052	326018	43	39	39	5	0	12	9.388538e-01	1.936678e-05	1.086381e+02	5.002830e-01	1.323832e-03
ZNF800	889173	239866	82992	18	18	18	2	0	20	1.362328e+00	2.016642e-05	6.956545e+01	1.211347e+00	1.373348e-03
CAMK4	622255	177964	167006	17	17	16	3	0	8	9.999796e-01	2.049493e-05	5.626382e+01	5.414980e-01	1.390531e-03
ZNF280A	720217	195361	19880	16	16	16	1	0	20	9.758189e-01	2.107702e-05	5.621892e+01	1.016773e+00	1.424728e-03
IVL	358214	90954	18788	15	13	13	1	0	20	1.138298e+00	2.123699e-05	4.395207e+01	7.775400e-01	1.430244e-03
PSG2	440801	133966	130312	31	28	28	5	0	5	3.027548e+00	2.160909e-05	7.641266e+01	9.647790e-01	1.449954e-03
LCE2B	144775	42225	20104	10	9	9	0	0	20	1.465272e+00	2.216423e-05	3.534348e+01	5.937230e-01	1.481756e-03
CD34	456537	148069	199304	13	12	12	4	0	19	7.311844e-01	2.241023e-05	4.202525e+01	5.782560e-01	1.492734e-03
CPS1	2039662	577215	633430	72	65	70	23	0	1	2.195580e+00	2.265474e-05	1.483586e+02	5.103400e-01	1.498998e-03
SERPINB13	534934	137963	115486	15	14	13	4	0	18	1.007326e+00	2.266853e-05	5.040211e+01	9.450430e-01	1.498998e-03
ARHGAP25	883400	236093	182350	20	19	18	4	1	20	7.186558e-01	2.299235e-05	5.529078e+01	7.194440e-01	1.514922e-03
DEFB112	153164	38847	33404	10	10	8	3	0	20	1.548470e+00	2.330113e-05	3.559717e+01	8.326660e-01	1.529744e-03
FBXL7	602341	191622	113218	47	42	44	23	0	10	2.822237e+00	2.339986e-05	9.204034e+01	8.735610e-01	1.530720e-03
MYH7	2597038	700711	641060	62	58	55	15	0	15	1.585388e+00	2.364423e-05	1.365006e+02	6.149660e-01	1.540535e-03
TMPRSS11B	566630	147590	150108	18	16	17	4	0	11	1.051885e+00	2.371873e-05	5.215051e+01	1.047286e+00	1.540535e-03
ITGAL	1553908	452652	467236	27	26	26	6	0	15	6.652317e-01	2.394741e-05	7.629375e+01	5.472080e-01	1.549873e-03
NPFFR2	695025	188493	58884	25	24	21	0	0	6	1.387920e+00	2.432379e-05	7.269699e+01	6.418530e-01	1.568670e-03
RASA3	966233	248476	313278	16	16	14	5	0	20	5.783646e-01	2.450825e-05	5.544299e+01	9.172710e-01	1.575001e-03
DLK1	496849	145705	75418	13	13	13	5	0	20	6.145017e-01	2.486246e-05	4.343530e+01	5.238620e-01	1.592157e-03
ALPK1	1660203	457635	281778	26	26	24	6	0	20	7.513884e-01	2.510197e-05	7.219262e+01	8.538660e-01	1.601875e-03
DDR2	1154206	319784	272552	22	19	21	9	0	13	9.601523e-01	2.531206e-05	7.228287e+01	8.260020e-01	1.609653e-03
L1CAM	1611894	463517	378770	45	37	42	8	1	20	1.123967e+00	2.558681e-05	9.046884e+01	7.688780e-01	1.619744e-03
TSHZ3	1398719	399111	17808	87	75	82	32	0	20	4.022726e+00	2.564824e-05	1.563586e+02	8.609660e-01	1.619744e-03
OR10R2	430723	134022	16422	18	17	17	7	0	20	1.493385e+00	2.672269e-05	5.127034e+01	6.856190e-01	1.681778e-03
SF3B2	1187734	338926	328020	14	14	14	2	0	19	3.952606e-01	2.734987e-05	5.478600e+01	8.548150e-01	1.713988e-03
NPR3	625076	179880	100170	20	18	20	4	2	19	1.131407e+00	2.742231e-05	5.808702e+01	8.606440e-01	1.713988e-03
ANK2	5187989	1502647	811342	138	109	132	40	1	20	1.716578e+00	2.775814e-05	1.947028e+02	8.483050e-01	1.724659e-03
TRPM1	2151478	589940	500892	42	36	40	12	0	16	8.103932e-01	2.778203e-05	9.126357e+01	9.794720e-01	1.724659e-03
SRGAP3	1439955	389708	362740	25	22	24	2	0	20	8.760318e-01	2.798812e-05	7.553432e+01	1.037590e+00	1.731563e-03
RPE65	730886	195952	215516	20	20	20	3	0	20	1.089573e+00	2.833911e-05	5.942071e+01	8.624720e-01	1.747355e-03
PAK7	959436	270803	147826	39	36	36	13	0	13	2.600445e+00	2.898418e-05	1.010098e+02	7.873530e-01	1.781112e-03
MMP13	645170	169463	162036	15	14	15	2	0	20	1.031735e+00	2.914576e-05	5.365191e+01	7.120310e-01	1.785031e-03
TAS2R41	399195	119947	17402	15	15	15	8	0	20	1.316079e+00	2.934429e-05	4.852142e+01	1.094900e+00	1.791180e-03
ADCY10	2221203	559650	573594	29	29	28	5	0	10	5.281350e-01	3.007216e-05	7.844961e+01	5.804540e-01	1.829490e-03
GRAP2	428275	117020	123256	13	13	13	1	0	19	8.825751e-01	3.124881e-05	4.366854e+01	4.905160e-01	1.894758e-03
BPI	665438	188014	263816	20	17	19	5	0	14	6.909399e-01	3.145619e-05	4.938291e+01	6.493900e-01	1.901016e-03
DMRTB1	260358	84534	64918	12	11	12	0	0	11	6.532415e-01	3.174936e-05	3.779071e+01	5.967970e-01	1.904440e-03
TBX21	503182	150856	78400	14	14	13	4	0	20	6.000715e-01	3.181990e-05	4.367756e+01	8.286470e-01	1.904440e-03
NR4A2	735082	207663	82320	18	18	18	1	0	20	7.689874e-01	3.182589e-05	5.622014e+01	6.079560e-01	1.904440e-03
MAGEA6	346273	100214	9968	15	14	15	6	0	20	1.477699e+00	3.252468e-05	4.817167e+01	6.798520e-01	1.939895e-03
ITPR2	3690434	971878	903602	42	40	40	7	1	11	7.825465e-01	3.264680e-05	1.133397e+02	7.484050e-01	1.940836e-03
CACNA1F	1736811	506028	417060	30	27	30	8	0	20	7.690122e-01	3.277693e-05	7.868053e+01	5.009950e-01	1.942246e-03
DNAJC10	1096102	275447	333774	14	14	14	3	0	20	5.023276e-01	3.353331e-05	5.208567e+01	5.013890e-01	1.975327e-03
DOCK11	2805233	715545	776132	27	24	26	7	0	20	3.866476e-01	3.355166e-05	7.143582e+01	5.200820e-01	1.975327e-03
CYP26B1	573672	178275	63210	23	21	22	7	0	10	1.265935e+00	3.521730e-05	6.209290e+01	7.860670e-01	2.062150e-03
JPH2	522772	158315	81270	14	13	14	8	0	17	6.750143e-01	3.525235e-05	4.631166e+01	6.361390e-01	2.062150e-03
MYL10	235334	58552	89922	8	8	8	2	0	20	8.435935e-01	3.551002e-05	3.462756e+01	5.134880e-01	2.070586e-03
CHD5	2263839	606911	504028	35	33	34	15	0	20	7.807594e-01	3.646040e-05	9.274272e+01	4.929540e-01	2.119232e-03
OR10X1	417774	127829	26446	23	21	21	8	0	20	2.166581e+00	3.667958e-05	5.645335e+01	5.671680e-01	2.125203e-03
XKR7	520097	172418	10528	20	19	18	10	0	20	1.077337e+00	3.718941e-05	5.486641e+01	1.146029e+00	2.147924e-03
INPP4B	1254277	333408	372652	29	24	27	7	0	20	1.285693e+00	3.732268e-05	7.844935e+01	8.358190e-01	2.148821e-03
OR4D10	398632	127266	12586	16	16	16	3	0	20	1.348659e+00	3.763122e-05	4.712363e+01	6.628940e-01	2.159772e-03
TAF4	803482	252448	238882	14	14	13	3	0	20	8.601251e-01	3.788538e-05	5.767692e+01	1.091221e+00	2.167543e-03
XCL1	150349	47855	51716	8	8	7	2	0	20	1.151703e+00	3.913517e-05	3.157408e+01	9.574310e-01	2.222864e-03
ASAP1	1511823	428471	483728	23	23	23	6	0	10	6.936303e-01	3.928640e-05	6.890255e+01	8.144320e-01	2.222864e-03
DCAF12L1	582593	190801	15862	40	34	38	16	0	15	3.164800e+00	3.936814e-05	9.100712e+01	5.852740e-01	2.222864e-03
OR10G8	396380	129518	18032	28	26	27	10	0	5	3.622029e+00	3.939236e-05	7.681632e+01	9.410170e-01	2.222864e-03
ALDH8A1	645649	188577	110236	17	17	16	3	0	20	7.150285e-01	3.946129e-05	4.757005e+01	7.401400e-01	2.222864e-03
DENND2A	1262943	373126	272986	25	24	24	8	1	20	8.364208e-01	4.055092e-05	6.845631e+01	8.817220e-01	2.277215e-03
ARSF	769764	224497	149982	20	20	17	7	0	12	1.627487e+00	4.130432e-05	7.182664e+01	7.067310e-01	2.311016e-03
SLC10A2	461153	137372	99386	21	21	18	4	0	18	1.740592e+00	4.140608e-05	5.520330e+01	5.219030e-01	2.311016e-03
CENPI	1042309	266918	324072	14	13	14	2	0	20	4.669683e-01	4.251170e-05	4.742481e+01	6.858920e-01	2.365491e-03
ADCY5	1377776	400097	309302	28	27	27	11	0	20	8.318327e-01	4.276562e-05	7.370406e+01	8.594460e-01	2.372387e-03
FLI1	555130	148579	105014	16	15	16	4	1	15	8.650572e-01	4.334688e-05	4.967984e+01	5.042530e-01	2.397345e-03
CTNNB1	1035581	309706	225904	22	21	13	0	0	20	7.505418e-01	4.469034e-05	5.891303e+01	4.965900e-01	2.464180e-03
HHIPL2	958254	280937	150920	30	29	28	8	0	20	1.391453e+00	4.532427e-05	7.413797e+01	5.629840e-01	2.491606e-03
FMO1	716192	198767	152642	23	23	22	4	2	4	1.310407e+00	4.568944e-05	7.089486e+01	5.113580e-01	2.504138e-03
GPR101	659360	187311	18130	23	21	22	4	0	20	1.347830e+00	4.607433e-05	6.058434e+01	8.666360e-01	2.516166e-03
DDX26B	1120849	316941	245560	20	19	18	2	0	9	8.264087e-01	4.621069e-05	6.184117e+01	8.821550e-01	2.516166e-03
TIMD4	500563	153699	140756	21	20	20	7	0	20	1.661753e+00	4.632379e-05	5.873601e+01	1.041685e+00	2.516166e-03
PIK3CA	1463601	374451	304304	31	30	20	2	0	20	1.146585e+00	4.646036e-05	7.865094e+01	5.013460e-01	2.516166e-03
CALCRL	616314	155472	165410	19	19	18	3	0	14	1.105566e+00	4.718900e-05	5.302045e+01	6.774750e-01	2.548066e-03
NTNG1	735757	197050	207200	34	33	32	9	1	11	2.688339e+00	4.748704e-05	8.933617e+01	8.424430e-01	2.556596e-03
ITGBL1	598553	141876	172452	23	21	21	2	0	6	2.173391e+00	4.778051e-05	7.506224e+01	6.088720e-01	2.564830e-03
ASB17	391904	110348	44436	13	13	12	3	0	20	1.197780e+00	4.813784e-05	4.292715e+01	5.192000e-01	2.576433e-03
FER1L6	2530769	683482	688940	53	49	52	22	0	15	1.538144e+00	4.875286e-05	1.265552e+02	5.712080e-01	2.601721e-03
GABRA6	609533	172785	147182	28	26	27	14	0	20	2.233891e+00	4.962354e-05	7.016461e+01	6.636840e-01	2.640464e-03
RGS22	1733813	428527	401436	34	30	32	4	0	12	1.042440e+00	5.196516e-05	8.262735e+01	8.940470e-01	2.757024e-03
CHRNA1	646352	182975	150976	17	17	16	4	1	20	1.173589e+00	5.244215e-05	5.688106e+01	6.952090e-01	2.774266e-03
CASP2	607138	166169	218484	13	13	13	3	0	20	5.487627e-01	5.340227e-05	4.168998e+01	4.903380e-01	2.816893e-03
LMX1A	514554	142411	126952	23	21	23	9	0	20	1.909539e+00	5.381124e-05	6.392058e+01	5.443610e-01	2.830285e-03
ZEB2	1637851	427908	199724	44	38	42	14	0	20	1.877567e+00	5.472137e-05	1.080119e+02	2.943427e+00	2.859580e-03
SERPINB12	554583	141876	125790	16	16	14	3	0	12	1.099912e+00	5.472795e-05	5.179347e+01	7.940110e-01	2.859580e-03
PRSS38	419998	132896	81774	13	12	12	2	0	20	5.661426e-01	5.483825e-05	3.760293e+01	8.044330e-01	2.859580e-03
CAMK2B	638010	185224	232414	16	16	16	3	0	12	7.453820e-01	5.625018e-05	5.400495e+01	5.776830e-01	2.924849e-03
S100A7	141932	32654	37632	9	9	8	0	0	20	1.218684e+00	5.680332e-05	3.098843e+01	1.109565e+00	2.944178e-03
UGT3A2	700372	195361	118580	19	18	18	4	0	20	8.190487e-01	5.694455e-05	4.889694e+01	1.199495e+00	2.944178e-03
PRELP	493216	153699	34160	15	15	12	5	0	20	7.687998e-01	5.760256e-05	4.294937e+01	1.157886e+00	2.969786e-03
MYPN	1750143	515652	290402	34	33	33	11	0	20	9.788286e-01	5.916366e-05	8.314276e+01	6.242490e-01	3.041679e-03
OR10V1	396324	122171	18060	14	14	14	4	0	20	7.807451e-01	6.003421e-05	3.768475e+01	7.036570e-01	3.070538e-03
OR14A16	400884	120482	15792	29	27	26	8	0	20	3.822135e+00	6.006148e-05	6.938913e+01	5.125520e-01	3.070538e-03
MARCH11	294085	80425	36316	16	16	16	8	0	18	2.156811e+00	6.213072e-05	4.923801e+01	6.225640e-01	3.167452e-03
ST8SIA5	485673	133375	102018	12	12	12	3	0	20	7.627311e-01	6.269072e-05	4.235763e+01	8.780040e-01	3.187099e-03
OR5AS1	421743	123860	21098	29	26	27	8	0	20	3.014773e+00	6.364655e-05	6.441965e+01	6.833820e-01	3.226703e-03
MRGPRX3	410511	133994	21112	10	9	9	2	0	16	5.635013e-01	6.434731e-05	3.819025e+01	5.925950e-01	3.253193e-03
FNDC1	1780972	565301	220122	35	32	34	7	0	16	8.761573e-01	6.469119e-05	8.323311e+01	7.015200e-01	3.261544e-03
KIF4B	1637260	441955	15428	40	36	38	13	0	20	1.117444e+00	6.724847e-05	8.314717e+01	7.664030e-01	3.381134e-03
HELQ	1517929	413410	283472	16	16	15	0	0	16	3.323554e-01	6.749006e-05	4.984689e+01	8.586670e-01	3.383959e-03
CRISP3	344021	85041	121856	12	12	12	5	0	6	9.585348e-01	6.782140e-05	4.142760e+01	6.056890e-01	3.391256e-03
WIPF1	627885	226917	119756	15	15	14	6	1	18	7.773374e-01	7.007329e-05	4.898695e+01	1.060062e+00	3.494283e-03
HERC4	1419099	385036	347900	16	16	15	1	0	20	5.148205e-01	7.029092e-05	5.441839e+01	5.253230e-01	3.495584e-03
CACNA1C	2543689	732808	635964	61	55	60	24	0	10	1.348144e+00	7.079724e-05	1.246663e+02	5.003480e-01	3.511197e-03
ABCB11	1654691	466391	340284	28	27	27	8	0	20	9.937565e-01	7.177436e-05	7.870397e+01	1.135681e+00	3.550010e-03
LCE3E	120566	35469	20048	9	9	8	1	0	20	1.392631e+00	7.271267e-05	3.051065e+01	6.520390e-01	3.586700e-03
MPPED2	400209	112009	92428	25	21	23	4	0	8	2.142290e+00	7.417139e-05	6.176804e+01	7.586130e-01	3.642532e-03
NRCAM	1758162	488233	510902	39	38	35	8	1	17	1.384609e+00	7.424371e-05	9.850888e+01	8.020130e-01	3.642532e-03
SLC9A6	913637	267369	241108	20	18	20	2	0	16	9.148052e-01	7.462725e-05	5.837539e+01	9.269600e-01	3.643861e-03
AFF2	1755490	496594	352380	62	54	60	18	0	4	2.182676e+00	7.467010e-05	1.297484e+02	6.264120e-01	3.643861e-03
ATRNL1	1786284	462926	398790	53	46	48	15	0	8	1.706166e+00	7.606625e-05	1.094863e+02	7.286610e-01	3.700738e-03
RLTPR	1477104	484233	322238	16	15	15	3	0	20	5.311384e-01	7.624117e-05	5.980296e+01	9.648270e-01	3.700738e-03
RHOJ	290959	77666	77882	11	10	10	3	0	20	1.100217e+00	7.779576e-05	3.854870e+01	1.022223e+00	3.766181e-03
DMD	4914859	1261207	1142652	113	83	112	26	0	0	1.550890e+00	7.819085e-05	1.915025e+02	7.551100e-01	3.775294e-03
BHLHB9	721119	202089	17080	12	11	11	4	0	20	5.370934e-01	7.875805e-05	4.111194e+01	4.940000e-01	3.792647e-03
KLHL5	1010697	280965	167216	14	14	13	1	0	20	6.221593e-01	7.897945e-05	5.190011e+01	8.214120e-01	3.793300e-03
SCG2	831128	210590	19180	19	18	18	3	0	20	1.116631e+00	8.027868e-05	5.849313e+01	1.111739e+00	3.845581e-03
OR5T3	441476	128927	13804	33	30	31	6	0	9	3.197844e+00	8.065973e-05	6.857814e+01	1.272204e+00	3.853719e-03
OR2H1	402601	131742	17038	16	15	16	2	0	20	1.189329e+00	8.116003e-05	4.321086e+01	6.688460e-01	3.867498e-03
GPR174	428079	120933	16716	18	18	17	4	0	19	1.485559e+00	8.235535e-05	4.863172e+01	4.988550e-01	3.914238e-03
PTPRC	1783270	463517	500430	42	39	41	15	0	7	1.721677e+00	8.548142e-05	1.139434e+02	1.300870e+00	4.048892e-03
NOTCH4	2430754	768327	417004	55	48	53	10	0	20	1.008300e+00	8.563214e-05	1.024138e+02	1.269586e+00	4.048892e-03
OR5AR1	403671	117667	15526	14	13	14	2	0	20	8.532308e-01	8.623416e-05	3.798712e+01	8.210150e-01	4.066821e-03
LAMC3	1682748	506840	338618	27	25	25	11	0	20	6.487947e-01	8.960384e-05	7.271846e+01	6.524740e-01	4.214844e-03
SLCO6A1	953607	273195	192738	22	22	22	3	0	4	7.275410e-01	9.119313e-05	6.118525e+01	1.090796e+00	4.269450e-03
ADNP2	1452201	449330	37800	25	25	24	2	0	20	1.016923e+00	9.123256e-05	7.445358e+01	8.307260e-01	4.269450e-03
DDI1	513963	154825	16730	18	17	16	11	0	20	9.993280e-01	9.185574e-05	4.727563e+01	5.272090e-01	4.287619e-03
FTSJ1	358777	104973	122780	9	9	9	0	0	20	5.243958e-01	9.337662e-05	3.359513e+01	5.058460e-01	4.347492e-03
OR2M5	404825	121073	20258	39	38	37	13	1	20	5.480988e+00	9.593083e-05	8.541201e+01	5.154760e-01	4.455047e-03
TXLNB	924502	246594	134792	21	19	20	2	0	6	5.709113e-01	9.646138e-05	5.741977e+01	9.398280e-01	4.468316e-03
NKD2	300953	90475	58688	8	8	7	4	0	20	6.159744e-01	9.787575e-05	3.297124e+01	4.977750e-01	4.522355e-03
FRMD6	833212	216755	197484	14	14	14	2	0	20	7.426167e-01	9.967967e-05	4.990747e+01	7.739410e-01	4.594075e-03
LRRC32	813678	286427	29722	24	23	21	6	0	7	1.179940e+00	1.004195e-04	7.073373e+01	5.938890e-01	4.604364e-03
ST8SIA6	463265	123241	91574	21	20	19	6	0	4	2.080996e+00	1.004412e-04	6.986684e+01	9.221980e-01	4.604364e-03
POF1B	783864	194291	220794	23	22	21	7	0	1	1.568439e+00	1.006598e-04	6.890880e+01	1.213086e+00	4.604364e-03
LCK	628871	179569	155624	10	10	9	2	5	20	5.050937e-01	1.019368e-04	4.074385e+01	5.454060e-01	4.642877e-03
SIRPG	476214	148576	68600	16	15	14	2	0	20	8.410646e-01	1.020105e-04	4.335487e+01	9.246180e-01	4.642877e-03
MSMB	173631	25279	67508	5	5	5	1	0	20	7.758387e-01	1.032701e-04	2.685504e+01	5.532880e-01	4.688516e-03
SP100	1478889	354099	483322	18	18	18	1	0	10	5.513525e-01	1.043971e-04	6.251830e+01	5.484340e-01	4.727919e-03
FSTL5	1126168	295068	201572	53	45	52	3	0	11	2.847554e+00	1.080295e-04	1.051882e+02	5.075510e-01	4.869137e-03
C10orf120	452680	118230	50260	12	12	11	2	0	20	7.581584e-01	1.080708e-04	3.836259e+01	4.904890e-01	4.869137e-03
ADAMTS16	1541335	430135	326690	59	55	56	8	0	4	1.890650e+00	1.083157e-04	1.281307e+02	6.797100e-01	4.869137e-03
CHD8	2871971	821958	561372	30	28	29	7	0	20	6.360278e-01	1.089061e-04	8.619711e+01	4.899170e-01	4.883651e-03
LYZL6	205495	52387	71344	7	7	6	2	0	20	5.140284e-01	1.159724e-04	2.590166e+01	5.664450e-01	5.187774e-03
HRH2	457156	149758	21644	17	16	16	7	0	17	1.245080e+00	1.200990e-04	4.886175e+01	6.622990e-01	5.359235e-03
DNMT3A	1166928	323921	329252	26	24	25	2	1	18	1.161092e+00	1.215192e-04	7.706915e+01	5.019270e-01	5.399695e-03
GCLC	874255	230239	240786	13	13	13	3	0	16	7.161103e-01	1.218911e-04	5.040296e+01	6.335950e-01	5.399695e-03
USH2A	6938916	1985278	1159368	290	186	274	80	0	9	3.779769e+00	1.218933e-04	3.218899e+02	9.469160e-01	5.399695e-03
DMBX1	476242	155388	50008	14	14	14	3	0	20	9.085477e-01	1.243209e-04	4.582542e+01	5.602330e-01	5.493902e-03
