complex_disease	mendelian_disease	comorbidity
Obsessive Compulsive Disorder	Cerebral Lipidoses	1
Obsessive Compulsive Disorder	Chondrodystrophy	1
Obsessive Compulsive Disorder	Circulating Enzyme Deficiencies	1
Obsessive Compulsive Disorder	Combined Heart and Skeletal Defects	1
Obsessive Compulsive Disorder	Congenital Hirschsprung Disease	1
Obsessive Compulsive Disorder	Congenital Hydrocephalus	1
Obsessive Compulsive Disorder	Congenital Ichthyosis	1
Obsessive Compulsive Disorder	Cystic Fibrosis	1
Obsessive Compulsive Disorder	Degenerative Diseases of the Basal Ganglia	1
Obsessive Compulsive Disorder	Disorders of Aromatic Amino Acid Metabolism	1
Obsessive Compulsive Disorder	Disorders of Copper Metabolism	1
Obsessive Compulsive Disorder	Disorders of Phosphorous Metabolism	1
Obsessive Compulsive Disorder	Disorders of Straight Chain Amino Acid Metabolism	1
Obsessive Compulsive Disorder	Disorders of Urea Cycle Metabolism	1
Obsessive Compulsive Disorder	Dopa-Responsive Dystonia	1
Obsessive Compulsive Disorder	Familial Dysautonomia	1
Obsessive Compulsive Disorder	Fragile-X Syndrome	1
Obsessive Compulsive Disorder	Haemophilia	1
Obsessive Compulsive Disorder	Hereditary Muscular Dystrophy	1
Obsessive Compulsive Disorder	Hereditary Sensory Neuropathy	1
Obsessive Compulsive Disorder	Holoprosencephaly	1
Obsessive Compulsive Disorder	Huntington Disease	1
Obsessive Compulsive Disorder	Hypopituitarism	1
Obsessive Compulsive Disorder	Inherited Adrenogenital Disorders	1
Obsessive Compulsive Disorder	Inherited Anomalies of the Skin	1
Obsessive Compulsive Disorder	Li Fraumeni and Related Syndromes	1
Obsessive Compulsive Disorder	Lipoprotein Deficiencies	1
Obsessive Compulsive Disorder	Long QT Syndrome	1
Obsessive Compulsive Disorder	Marfan Syndrome	1
Obsessive Compulsive Disorder	Neurofibromatosis	1
Obsessive Compulsive Disorder	Non-Specific Autosomal Deletion Syndromes	1
Obsessive Compulsive Disorder	Other Specified Disorders of Amino Acid Metabolism	1
Obsessive Compulsive Disorder	Pervasive, Specified Congenital Anomalies	1
Obsessive Compulsive Disorder	Retinitis Pigmentosa	1
Obsessive Compulsive Disorder	Severe Combined Immunodeficiency	1
Obsessive Compulsive Disorder	Smith-Magenis Syndrome	1
Obsessive Compulsive Disorder	Specific Nail Anomalies	1
Obsessive Compulsive Disorder	Specified Anomalies of the Musculoskeletal System	1
Obsessive Compulsive Disorder	Specified Hamartoses	1
Obsessive Compulsive Disorder	Spinocerebellar Ataxia	1
Obsessive Compulsive Disorder	Thalassemia	1
Obsessive Compulsive Disorder	Tuberous Sclerosis	1
Obsessive Compulsive Disorder	Velo-Cardio-Facial Syndrome	1
Osteoarthritis	Androgen Insensitivity Syndrome	1
Osteoarthritis	Anophthalmos/Micropthalmos	1
Osteoarthritis	Autoimmune Lymphoproliferative Syndrome	1
Osteoarthritis	Autoimmune Polyglandular Syndrome	1
Osteoarthritis	Bartter Syndrome	1
Osteoarthritis	Cerebral Degeneration Due to Generalized Lipidoses	1
Osteoarthritis	Chondrodystrophy	1
Osteoarthritis	Chronic Granulomatous Disease	1
Osteoarthritis	Circulating Enzyme Deficiencies	1
Osteoarthritis	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Osteoarthritis	Congenital Hirschsprung Disease	1
Osteoarthritis	Congenital Hydrocephalus	1
Osteoarthritis	Congenital Hypogammaglobulinemia	1
Osteoarthritis	Congenital Ichthyosis	1
Osteoarthritis	Degenerative Diseases of the Basal Ganglia	1
Osteoarthritis	Diamond-Blackfan Anemia	1
Osteoarthritis	Disorders of Aromatic Amino Acid Metabolism	1
Osteoarthritis	Disorders of Branched Chain Amino Acid Metabolism	1
Osteoarthritis	Disorders of Copper Metabolism	1
Osteoarthritis	Disorders of Phosphorous Metabolism	1
Osteoarthritis	Disorders of Straight Chain Amino Acid Metabolism	1
Osteoarthritis	Disorders of Urea Cycle Metabolism	1
Osteoarthritis	Dopa-Responsive Dystonia	1
Osteoarthritis	Erythromelalgia	1
Osteoarthritis	Facial and Skull Anomalies	1
Osteoarthritis	Familial Dysautonomia	1
Osteoarthritis	Fragile-X Syndrome	1
Osteoarthritis	Genetic Anomalies of Leukocytes	1
Osteoarthritis	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Osteoarthritis	Glycogenosis	1
Osteoarthritis	Haemophilia	1
Osteoarthritis	Hereditary Hemorrhagic Telangiectasia	1
Osteoarthritis	Hereditary Muscular Dystrophy	1
Osteoarthritis	Hereditary Sensory Neuropathy	1
Osteoarthritis	Hereditary Thrombocytopenic Purpura	1
Osteoarthritis	Holoprosencephaly	1
Osteoarthritis	Huntington Disease	1
Osteoarthritis	Hypopituitarism	1
Osteoarthritis	Immunodeficiency with Increased IgM	1
Osteoarthritis	Inherited Adrenogenital Disorders	1
Osteoarthritis	Inherited Anomalies of the Skin	1
Osteoarthritis	Li Fraumeni and Related Syndromes	1
Osteoarthritis	Lipoprotein Deficiencies	1
Osteoarthritis	Long QT Syndrome	1
Osteoarthritis	Marfan Syndrome	1
Osteoarthritis	Multiple Endocrine Neoplasia Type I	1
Osteoarthritis	Multiple Endocrine Neoplasia Type IIA	1
Osteoarthritis	Multiple Epiphyseal Dysplasia	1
Osteoarthritis	Neurofibromatosis	1
Osteoarthritis	Non-Specific Autosomal Deletion Syndromes	1
Osteoarthritis	Non-Specified Osteodystrophy	1
Osteoarthritis	Osteogenesis Imperfecta	1
Osteoarthritis	Other Specified Disorders of Amino Acid Metabolism	1
Osteoarthritis	Phenylketonuria	1
Osteoarthritis	Polycystic Kidney, Autosomal Dominant	1
Osteoarthritis	Retinitis Pigmentosa	1
Osteoarthritis	Sensory Retina Dystropies	1
Osteoarthritis	Severe Combined Immunodeficiency	1
Osteoarthritis	Sickle Cell Anemia	1
Osteoarthritis	Specific Nail Anomalies	1
Osteoarthritis	Specified Anomalies of the Musculoskeletal System	1
Osteoarthritis	Specified Hamartoses	1
Osteoarthritis	Spinocerebellar Ataxia	1
Osteoarthritis	Systemic Primary Carnitine Deficiency	1
Osteoarthritis	Thalassemia	1
Osteoarthritis	Tongue Tie	1
Osteoarthritis	Tuberous Sclerosis	1
Osteoarthritis	Velo-Cardio-Facial Syndrome	1
Osteoarthritis	Wiskott-Aldrich Syndrome	1
Parkinsonism	Cerebral Degeneration Due to Generalized Lipidoses	1
Parkinsonism	Cerebral Lipidoses	1
Parkinsonism	Chronic Granulomatous Disease	1
Parkinsonism	Chronic Progressive External Ophthalmoplegia	1
Parkinsonism	Combined Heart and Skeletal Defects	1
Parkinsonism	Congenital Hydrocephalus	1
Parkinsonism	Degenerative Diseases of the Basal Ganglia	1
Parkinsonism	Diamond-Blackfan Anemia	1
Parkinsonism	Disorders of Copper Metabolism	1
Parkinsonism	Disorders of Phosphorous Metabolism	1
Parkinsonism	Disorders of Straight Chain Amino Acid Metabolism	1
Parkinsonism	Disorders of Urea Cycle Metabolism	1
Parkinsonism	Dopa-Responsive Dystonia	1
Parkinsonism	Familial Dysautonomia	1
Parkinsonism	Friedreich Ataxia	1
Parkinsonism	Haemophilia	1
Parkinsonism	Hereditary Muscular Dystrophy	1
Parkinsonism	Hereditary Sensory Neuropathy	1
Parkinsonism	Holoprosencephaly	1
Parkinsonism	Huntington Disease	1
Parkinsonism	Hypopituitarism	1
Parkinsonism	Inherited Anomalies of the Skin	1
Parkinsonism	Lipoprotein Deficiencies	1
Parkinsonism	Long QT Syndrome	1
Parkinsonism	Neurofibromatosis	1
Parkinsonism	Polycystic Kidney, Autosomal Dominant	1
Parkinsonism	Rett Syndrome	1
Parkinsonism	Spinocerebellar Ataxia	1
Parkinsonism	Tongue Tie	1
Phobia	Cerebral Degeneration Due to Generalized Lipidoses	1
Phobia	Chronic Granulomatous Disease	1
Phobia	Circulating Enzyme Deficiencies	1
Phobia	Combined Heart and Skeletal Defects	1
Phobia	Congenital Hydrocephalus	1
Phobia	Congenital Ichthyosis	1
Phobia	Cystic Fibrosis	1
Phobia	Degenerative Diseases of the Basal Ganglia	1
Phobia	Disorders of Aromatic Amino Acid Metabolism	1
Phobia	Disorders of Copper Metabolism	1
Phobia	Disorders of Phosphorous Metabolism	1
Phobia	Disorders of Straight Chain Amino Acid Metabolism	1
Phobia	Disorders of Urea Cycle Metabolism	1
Phobia	Dopa-Responsive Dystonia	1
Phobia	Facial and Skull Anomalies	1
Phobia	Familial Dysautonomia	1
Phobia	Genetic Anomalies of Leukocytes	1
Phobia	Haemophilia	1
Phobia	Hereditary Sensory Neuropathy	1
Phobia	Holoprosencephaly	1
Phobia	Huntington Disease	1
Phobia	Hypopituitarism	1
Phobia	Inherited Adrenogenital Disorders	1
Phobia	Inherited Anomalies of the Skin	1
Phobia	Li Fraumeni and Related Syndromes	1
Phobia	Lipoprotein Deficiencies	1
Phobia	Long QT Syndrome	1
Phobia	Marfan Syndrome	1
Phobia	Neurofibromatosis	1
Phobia	Pervasive, Specified Congenital Anomalies	1
Phobia	Sickle Cell Anemia	1
Phobia	Specific Nail Anomalies	1
Phobia	Spinocerebellar Ataxia	1
Phobia	Thalassemia	1
Phobia	Tongue Tie	1
Phobia	Tuberous Sclerosis	1
Picks Disease	Cerebral Degeneration Due to Generalized Lipidoses	1
Picks Disease	Congenital Hydrocephalus	1
Picks Disease	Degenerative Diseases of the Basal Ganglia	1
Picks Disease	Dopa-Responsive Dystonia	1
Picks Disease	Spinocerebellar Ataxia	1
Prostate Cancer	Cerebral Degeneration Due to Generalized Lipidoses	1
Prostate Cancer	Chronic Granulomatous Disease	1
Prostate Cancer	Circulating Enzyme Deficiencies	1
Prostate Cancer	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Prostate Cancer	Congenital Ichthyosis	1
Prostate Cancer	Congenital Pigmentary Anomalies	1
Prostate Cancer	Degenerative Diseases of the Basal Ganglia	1
Prostate Cancer	Disorders of Phosphorous Metabolism	1
Prostate Cancer	Disorders of Straight Chain Amino Acid Metabolism	1
Prostate Cancer	Dopa-Responsive Dystonia	1
Prostate Cancer	Facial and Skull Anomalies	1
Prostate Cancer	Genetic Anomalies of Leukocytes	1
Prostate Cancer	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Prostate Cancer	Glycogenosis	1
Prostate Cancer	Haemophilia	1
Prostate Cancer	Hereditary Hemorrhagic Telangiectasia	1
Prostate Cancer	Hereditary Sensory Neuropathy	1
Prostate Cancer	Hypopituitarism	1
Prostate Cancer	Inherited Anomalies of the Skin	1
Prostate Cancer	Lipoprotein Deficiencies	1
Prostate Cancer	Long QT Syndrome	1
Prostate Cancer	Pervasive, Specified Congenital Anomalies	1
Prostate Cancer	Polycystic Kidney, Autosomal Dominant	1
Prostate Cancer	Retinitis Pigmentosa	1
Prostate Cancer	Sickle Cell Anemia	1
Prostate Cancer	Specified Hamartoses	1
Prostate Cancer	Spinocerebellar Ataxia	1
Prostate Cancer	Thalassemia	1
Prostate Cancer	Tongue Tie	1
Psoriasis	Autoimmune Lymphoproliferative Syndrome	1
Psoriasis	Autoimmune Polyglandular Syndrome	1
Psoriasis	Cerebral Degeneration Due to Generalized Lipidoses	1
Psoriasis	Chondrodystrophy	1
Psoriasis	Chronic Granulomatous Disease	1
Psoriasis	Circulating Enzyme Deficiencies	1
Psoriasis	Combined Heart and Skeletal Defects	1
Psoriasis	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Psoriasis	Congenital Ectodermal Dysplasia	1
Psoriasis	Congenital Ichthyosis	1
Psoriasis	Congenital Pigmentary Anomalies	1
Psoriasis	Cystic Fibrosis	1
Psoriasis	Degenerative Diseases of the Basal Ganglia	1
Psoriasis	Disorders of Aromatic Amino Acid Metabolism	1
Psoriasis	Disorders of Copper Metabolism	1
Psoriasis	Disorders of Phosphorous Metabolism	1
Psoriasis	Disorders of Straight Chain Amino Acid Metabolism	1
Psoriasis	Disorders of Urea Cycle Metabolism	1
Psoriasis	Dopa-Responsive Dystonia	1
Psoriasis	Erythromelalgia	1
Psoriasis	Familial Dysautonomia	1
Psoriasis	Fragile-X Syndrome	1
Psoriasis	Genetic Anomalies of Leukocytes	1
Psoriasis	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Psoriasis	Glycogenosis	1
Psoriasis	Haemophilia	1
Psoriasis	Hereditary Hemorrhagic Telangiectasia	1
Psoriasis	Hereditary Muscular Dystrophy	1
Psoriasis	Hereditary Sensory Neuropathy	1
Psoriasis	Holoprosencephaly	1
Psoriasis	Hypopituitarism	1
Psoriasis	Immunodeficiency with Increased IgM	1
Psoriasis	Inherited Adrenogenital Disorders	1
Psoriasis	Inherited Anomalies of the Skin	1
Psoriasis	Li Fraumeni and Related Syndromes	1
Psoriasis	Lipoprotein Deficiencies	1
Psoriasis	Long QT Syndrome	1
Psoriasis	Marfan Syndrome	1
Psoriasis	Neurofibromatosis	1
Psoriasis	Non-Specified Osteodystrophy	1
Psoriasis	Pervasive, Specified Congenital Anomalies	1
Psoriasis	Retinitis Pigmentosa	1
Psoriasis	Sensory Retina Dystropies	1
Psoriasis	Severe Combined Immunodeficiency	1
Psoriasis	Sickle Cell Anemia	1
Psoriasis	Specific Nail Anomalies	1
Psoriasis	Specified Anomalies of the Musculoskeletal System	1
Psoriasis	Specified Hamartoses	1
Psoriasis	Spinocerebellar Ataxia	1
Psoriasis	Thalassemia	1
Psoriasis	Tongue Tie	1
Psoriasis	Wiskott-Aldrich Syndrome	1
Pulmonary Embolism and Infarction	Autoimmune Polyglandular Syndrome	1
Pulmonary Embolism and Infarction	Cerebral Degeneration Due to Generalized Lipidoses	1
Pulmonary Embolism and Infarction	Chronic Granulomatous Disease	1
Pulmonary Embolism and Infarction	Circulating Enzyme Deficiencies	1
Pulmonary Embolism and Infarction	Combined Heart and Skeletal Defects	1
Pulmonary Embolism and Infarction	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Pulmonary Embolism and Infarction	Congenital Hydrocephalus	1
Pulmonary Embolism and Infarction	Congenital Hypogammaglobulinemia	1
Pulmonary Embolism and Infarction	Congenital Ichthyosis	1
Pulmonary Embolism and Infarction	Cystic Fibrosis	1
Pulmonary Embolism and Infarction	Degenerative Diseases of the Basal Ganglia	1
Pulmonary Embolism and Infarction	Diamond-Blackfan Anemia	1
Pulmonary Embolism and Infarction	Disorders of Aromatic Amino Acid Metabolism	1
Pulmonary Embolism and Infarction	Disorders of Copper Metabolism	1
Pulmonary Embolism and Infarction	Disorders of Phosphorous Metabolism	1
Pulmonary Embolism and Infarction	Disorders of Straight Chain Amino Acid Metabolism	1
Pulmonary Embolism and Infarction	Disorders of Urea Cycle Metabolism	1
Pulmonary Embolism and Infarction	Dopa-Responsive Dystonia	1
Pulmonary Embolism and Infarction	Friedreich Ataxia	1
Pulmonary Embolism and Infarction	Genetic Anomalies of Leukocytes	1
Pulmonary Embolism and Infarction	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Pulmonary Embolism and Infarction	Glycogenosis	1
Pulmonary Embolism and Infarction	Haemophilia	1
Pulmonary Embolism and Infarction	Hereditary Hemorrhagic Telangiectasia	1
Pulmonary Embolism and Infarction	Hereditary Muscular Dystrophy	1
Pulmonary Embolism and Infarction	Hereditary Sensory Neuropathy	1
Pulmonary Embolism and Infarction	Hereditary Thrombocytopenic Purpura	1
Pulmonary Embolism and Infarction	Holoprosencephaly	1
Pulmonary Embolism and Infarction	Huntington Disease	1
Pulmonary Embolism and Infarction	Hypopituitarism	1
Pulmonary Embolism and Infarction	Immunodeficiency with Increased IgM	1
Pulmonary Embolism and Infarction	Inherited Adrenogenital Disorders	1
Pulmonary Embolism and Infarction	Inherited Anomalies of the Skin	1
Pulmonary Embolism and Infarction	Li Fraumeni and Related Syndromes	1
Pulmonary Embolism and Infarction	Lipoprotein Deficiencies	1
Pulmonary Embolism and Infarction	Long QT Syndrome	1
Pulmonary Embolism and Infarction	Marfan Syndrome	1
Pulmonary Embolism and Infarction	Multiple Endocrine Neoplasia Type I	1
Pulmonary Embolism and Infarction	Neurofibromatosis	1
Pulmonary Embolism and Infarction	Non-Specified Osteodystrophy	1
Pulmonary Embolism and Infarction	Osteogenesis Imperfecta	1
Pulmonary Embolism and Infarction	Other Specified Disorders of Amino Acid Metabolism	1
Pulmonary Embolism and Infarction	Pervasive, Specified Congenital Anomalies	1
Pulmonary Embolism and Infarction	Polycystic Kidney, Autosomal Dominant	1
Pulmonary Embolism and Infarction	Retinitis Pigmentosa	1
Pulmonary Embolism and Infarction	Severe Combined Immunodeficiency	1
Pulmonary Embolism and Infarction	Sickle Cell Anemia	1
Pulmonary Embolism and Infarction	Specific Nail Anomalies	1
Pulmonary Embolism and Infarction	Specified Anomalies of the Musculoskeletal System	1
Pulmonary Embolism and Infarction	Specified Hamartoses	1
Pulmonary Embolism and Infarction	Spinocerebellar Ataxia	1
Pulmonary Embolism and Infarction	Thalassemia	1
Pulmonary Embolism and Infarction	Tongue Tie	1
Pulmonary Embolism and Infarction	Tuberous Sclerosis	1
Purulent Endophthalmitis	Anophthalmos/Micropthalmos	1
Purulent Endophthalmitis	Combined Heart and Skeletal Defects	1
Purulent Endophthalmitis	Disorders of Phosphorous Metabolism	1
Purulent Endophthalmitis	Disorders of Straight Chain Amino Acid Metabolism	1
Purulent Endophthalmitis	Facial and Skull Anomalies	1
Purulent Endophthalmitis	Inherited Anomalies of the Skin	1
Purulent Endophthalmitis	Lipoprotein Deficiencies	1
Purulent Endophthalmitis	Pervasive, Specified Congenital Anomalies	1
Purulent Endophthalmitis	Retinitis Pigmentosa	1
Purulent Endophthalmitis	Severe Combined Immunodeficiency	1
Purulent Endophthalmitis	Sickle Cell Anemia	1
Rheumatoid Arthritis	Androgen Insensitivity Syndrome	1
Rheumatoid Arthritis	Anophthalmos/Micropthalmos	1
Rheumatoid Arthritis	Autoimmune Lymphoproliferative Syndrome	1
Rheumatoid Arthritis	Autoimmune Polyglandular Syndrome	1
Rheumatoid Arthritis	Bartter Syndrome	1
Rheumatoid Arthritis	Cerebral Degeneration Due to Generalized Lipidoses	1
Rheumatoid Arthritis	Chondrodystrophy	1
Rheumatoid Arthritis	Chronic Granulomatous Disease	1
Rheumatoid Arthritis	Circulating Enzyme Deficiencies	1
Rheumatoid Arthritis	Combined Heart and Skeletal Defects	1
Rheumatoid Arthritis	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Rheumatoid Arthritis	Congenital Hypogammaglobulinemia	1
Rheumatoid Arthritis	Congenital Ichthyosis	1
Rheumatoid Arthritis	Congenital Pigmentary Anomalies	1
Rheumatoid Arthritis	Cystic Fibrosis	1
Rheumatoid Arthritis	Degenerative Diseases of the Basal Ganglia	1
Rheumatoid Arthritis	Diamond-Blackfan Anemia	1
Rheumatoid Arthritis	Disorders of Aromatic Amino Acid Metabolism	1
Rheumatoid Arthritis	Disorders of Copper Metabolism	1
Rheumatoid Arthritis	Disorders of Phosphorous Metabolism	1
Rheumatoid Arthritis	Disorders of Straight Chain Amino Acid Metabolism	1
Rheumatoid Arthritis	Disorders of Urea Cycle Metabolism	1
Rheumatoid Arthritis	Dopa-Responsive Dystonia	1
Rheumatoid Arthritis	Erythromelalgia	1
Rheumatoid Arthritis	Facial and Skull Anomalies	1
Rheumatoid Arthritis	Familial Dysautonomia	1
Rheumatoid Arthritis	Familial Mediterranean Fever	1
Rheumatoid Arthritis	Friedreich Ataxia	1
Rheumatoid Arthritis	Genetic Anomalies of Leukocytes	1
Rheumatoid Arthritis	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Rheumatoid Arthritis	Glycogenosis	1
Rheumatoid Arthritis	Haemophilia	1
Rheumatoid Arthritis	Hereditary Hemorrhagic Telangiectasia	1
Rheumatoid Arthritis	Hereditary Muscular Dystrophy	1
Rheumatoid Arthritis	Hereditary Sensory Neuropathy	1
Rheumatoid Arthritis	Hereditary Thrombocytopenic Purpura	1
Rheumatoid Arthritis	Holoprosencephaly	1
Rheumatoid Arthritis	Hypopituitarism	1
Rheumatoid Arthritis	Immunodeficiency with Increased IgM	1
Rheumatoid Arthritis	Inherited Adrenogenital Disorders	1
Rheumatoid Arthritis	Inherited Anomalies of the Skin	1
Rheumatoid Arthritis	Li Fraumeni and Related Syndromes	1
Rheumatoid Arthritis	Lipoprotein Deficiencies	1
Rheumatoid Arthritis	Long QT Syndrome	1
Rheumatoid Arthritis	Marfan Syndrome	1
Rheumatoid Arthritis	Multiple Endocrine Neoplasia Type I	1
Rheumatoid Arthritis	Neurofibromatosis	1
Rheumatoid Arthritis	Non-Specified Osteodystrophy	1
Rheumatoid Arthritis	Osteogenesis Imperfecta	1
Rheumatoid Arthritis	Other Specified Disorders of Amino Acid Metabolism	1
Rheumatoid Arthritis	Pervasive, Specified Congenital Anomalies	1
Rheumatoid Arthritis	Polycystic Kidney, Autosomal Dominant	1
Rheumatoid Arthritis	Retinitis Pigmentosa	1
Rheumatoid Arthritis	Sensory Retina Dystropies	1
Rheumatoid Arthritis	Severe Combined Immunodeficiency	1
Rheumatoid Arthritis	Sickle Cell Anemia	1
Rheumatoid Arthritis	Specific Nail Anomalies	1
Rheumatoid Arthritis	Specified Anomalies of the Musculoskeletal System	1
Rheumatoid Arthritis	Specified Hamartoses	1
Rheumatoid Arthritis	Spinocerebellar Ataxia	1
Rheumatoid Arthritis	Systemic Primary Carnitine Deficiency	1
Rheumatoid Arthritis	Thalassemia	1
Rheumatoid Arthritis	Tongue Tie	1
Rosacea	Androgen Insensitivity Syndrome	1
Rosacea	Autoimmune Lymphoproliferative Syndrome	1
Rosacea	Autoimmune Polyglandular Syndrome	1
Rosacea	Cerebral Degeneration Due to Generalized Lipidoses	1
Rosacea	Cerebral Lipidoses	1
Rosacea	Chondrodystrophy	1
Rosacea	Chronic Granulomatous Disease	1
Rosacea	Circulating Enzyme Deficiencies	1
Rosacea	Combined Heart and Skeletal Defects	1
Rosacea	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Rosacea	Congenital Ectodermal Dysplasia	1
Rosacea	Congenital Ichthyosis	1
Rosacea	Congenital Pigmentary Anomalies	1
Rosacea	Cystic Fibrosis	1
Rosacea	Degenerative Diseases of the Basal Ganglia	1
Rosacea	Disorders of Aromatic Amino Acid Metabolism	1
Rosacea	Disorders of Copper Metabolism	1
Rosacea	Disorders of Phosphorous Metabolism	1
Rosacea	Disorders of Straight Chain Amino Acid Metabolism	1
Rosacea	Dopa-Responsive Dystonia	1
Rosacea	Erythromelalgia	1
Rosacea	Facial and Skull Anomalies	1
Rosacea	Genetic Anomalies of Leukocytes	1
Rosacea	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Rosacea	Glycogenosis	1
Rosacea	Haemophilia	1
Rosacea	Hereditary Hemorrhagic Telangiectasia	1
Rosacea	Hereditary Muscular Dystrophy	1
Rosacea	Hereditary Sensory Neuropathy	1
Rosacea	Holoprosencephaly	1
Rosacea	Huntington Disease	1
Rosacea	Hypopituitarism	1
Rosacea	Inherited Adrenogenital Disorders	1
Rosacea	Inherited Anomalies of the Skin	1
Rosacea	Li Fraumeni and Related Syndromes	1
Rosacea	Lipoprotein Deficiencies	1
Rosacea	Long QT Syndrome	1
Rosacea	Marfan Syndrome	1
Rosacea	Multiple Endocrine Neoplasia Type I	1
Rosacea	Neurofibromatosis	1
Rosacea	Pervasive, Specified Congenital Anomalies	1
Rosacea	Phenylketonuria	1
Rosacea	Polycystic Kidney, Autosomal Dominant	1
Rosacea	Retinitis Pigmentosa	1
Rosacea	Sensory Retina Dystropies	1
Rosacea	Severe Combined Immunodeficiency	1
Rosacea	Sickle Cell Anemia	1
Rosacea	Specific Nail Anomalies	1
Rosacea	Specified Anomalies of the Musculoskeletal System	1
Rosacea	Specified Hamartoses	1
Rosacea	Spinocerebellar Ataxia	1
Rosacea	Thalassemia	1
Rosacea	Tongue Tie	1
Rosacea	Tuberous Sclerosis	1
Sarcoidosis	Autoimmune Lymphoproliferative Syndrome	1
Sarcoidosis	Cerebral Degeneration Due to Generalized Lipidoses	1
Sarcoidosis	Chronic Granulomatous Disease	1
Sarcoidosis	Circulating Enzyme Deficiencies	1
Sarcoidosis	Combined Heart and Skeletal Defects	1
Sarcoidosis	Congenital Hypogammaglobulinemia	1
Sarcoidosis	Congenital Ichthyosis	1
Sarcoidosis	Cystic Fibrosis	1
Sarcoidosis	Degenerative Diseases of the Basal Ganglia	1
Sarcoidosis	Diamond-Blackfan Anemia	1
Sarcoidosis	Disorders of Copper Metabolism	1
Sarcoidosis	Disorders of Phosphorous Metabolism	1
Sarcoidosis	Disorders of Straight Chain Amino Acid Metabolism	1
Sarcoidosis	Disorders of Urea Cycle Metabolism	1
Sarcoidosis	Dopa-Responsive Dystonia	1
Sarcoidosis	Facial and Skull Anomalies	1
Sarcoidosis	Familial Mediterranean Fever	1
Sarcoidosis	Friedreich Ataxia	1
Sarcoidosis	Genetic Anomalies of Leukocytes	1
Sarcoidosis	Glycogenosis	1
Sarcoidosis	Haemophilia	1
Sarcoidosis	Hereditary Hemorrhagic Telangiectasia	1
Sarcoidosis	Hereditary Muscular Dystrophy	1
Sarcoidosis	Hereditary Sensory Neuropathy	1
Sarcoidosis	Hypopituitarism	1
Sarcoidosis	Inherited Adrenogenital Disorders	1
Sarcoidosis	Inherited Anomalies of the Skin	1
Sarcoidosis	Li Fraumeni and Related Syndromes	1
Sarcoidosis	Lipoprotein Deficiencies	1
Sarcoidosis	Long QT Syndrome	1
Sarcoidosis	Neurofibromatosis	1
Sarcoidosis	Non-Specified Osteodystrophy	1
Sarcoidosis	Polycystic Kidney, Autosomal Dominant	1
Sarcoidosis	Retinitis Pigmentosa	1
Sarcoidosis	Sensory Retina Dystropies	1
Sarcoidosis	Severe Combined Immunodeficiency	1
Sarcoidosis	Sickle Cell Anemia	1
Sarcoidosis	Specific Nail Anomalies	1
Sarcoidosis	Spinocerebellar Ataxia	1
Sarcoidosis	Thalassemia	1
Sarcoidosis	Tongue Tie	1
Sarcoidosis	Wiskott-Aldrich Syndrome	1
Schizophrenia	Cerebral Degeneration Due to Generalized Lipidoses	1
Schizophrenia	Chronic Granulomatous Disease	1
Schizophrenia	Combined Heart and Skeletal Defects	1
Schizophrenia	Congenital Hydrocephalus	1
Schizophrenia	Congenital Ichthyosis	1
Schizophrenia	Degenerative Diseases of the Basal Ganglia	1
Schizophrenia	Disorders of Copper Metabolism	1
Schizophrenia	Disorders of Phosphorous Metabolism	1
Schizophrenia	Disorders of Straight Chain Amino Acid Metabolism	1
Schizophrenia	Disorders of Urea Cycle Metabolism	1
Schizophrenia	Dopa-Responsive Dystonia	1
Schizophrenia	Familial Dysautonomia	1
Schizophrenia	Friedreich Ataxia	1
Schizophrenia	Genetic Anomalies of Leukocytes	1
Schizophrenia	Haemophilia	1
Schizophrenia	Hereditary Sensory Neuropathy	1
Schizophrenia	Huntington Disease	1
Schizophrenia	Hypopituitarism	1
Schizophrenia	Inherited Adrenogenital Disorders	1
Schizophrenia	Inherited Anomalies of the Skin	1
Schizophrenia	Lipoprotein Deficiencies	1
Schizophrenia	Long QT Syndrome	1
Schizophrenia	Pervasive, Specified Congenital Anomalies	1
Schizophrenia	Retinitis Pigmentosa	1
Schizophrenia	Sickle Cell Anemia	1
Schizophrenia	Specific Nail Anomalies	1
Schizophrenia	Spinocerebellar Ataxia	1
Schizophrenia	Thalassemia	1
Schizophrenia	Tongue Tie	1
Schizophrenia	Tuberous Sclerosis	1
Schizophrenia	Velo-Cardio-Facial Syndrome	1
Skin Cyst	Androgen Insensitivity Syndrome	1
Skin Cyst	Anophthalmos/Micropthalmos	1
Skin Cyst	Autoimmune Lymphoproliferative Syndrome	1
Skin Cyst	Autoimmune Polyglandular Syndrome	1
Skin Cyst	Bartter Syndrome	1
Skin Cyst	Cerebral Degeneration Due to Generalized Lipidoses	1
