drug_target	db_id	drug_name
DDAH1	DB00155	Citrulline
PADI4	DB00155	Citrulline
PADI6	DB00155	Citrulline
PADI1	DB00155	Citrulline
PADI3	DB00155	Citrulline
PADI2	DB00155	Citrulline
NOS2	DB00155	Citrulline
NOS3	DB00155	Citrulline
OTC	DB00155	Citrulline
ASS	DB00155	Citrulline
ASS1	DB00155	Citrulline
TARS	DB00156	Threonine
TARS2	DB00156	Threonine
HSD17B2	DB00157	NADH
NNT	DB00157	NADH
ADH5	DB00157	NADH
IDH3A	DB00157	NADH
NDUFV3	DB00157	NADH
DHCR7	DB00157	NADH
NDUFS8	DB00157	NADH
NSDHL	DB00157	NADH
HSD3B1	DB00157	NADH
HSD3B2	DB00157	NADH
DLAT	DB00157	NADH
LDHB	DB00157	NADH
NDUFA10	DB00157	NADH
NDUFS5	DB00157	NADH
NDUFS6	DB00157	NADH
MSMO1	DB00157	NADH
LDHAL6B	DB00157	NADH
AKR1C1	DB00157	NADH
HIBADH	DB00157	NADH
HSD11B2	DB00157	NADH
ALDH2	DB00157	NADH
ALDH7A1	DB00157	NADH
NDUFV2	DB00157	NADH
ME2	DB00157	NADH
LDHC	DB00157	NADH
CYB5R3	DB00157	NADH
PHGDH	DB00157	NADH
OGDH	DB00157	NADH
NDUFA4	DB00157	NADH
NDUFC2	DB00157	NADH
BDH1	DB00157	NADH
HSD17B7	DB00157	NADH
NDUFS3	DB00157	NADH
ALDH3B2	DB00157	NADH
HSD17B1	DB00157	NADH
MT-ND3	DB00157	NADH
GPD1	DB00157	NADH
NDUFA6	DB00157	NADH
NQO2	DB00157	NADH
NDUFA1	DB00157	NADH
PYCR1	DB00157	NADH
ADH1A	DB00157	NADH
ALDH6A1	DB00157	NADH
NDUFB5	DB00157	NADH
ALDH4A1	DB00157	NADH
NDUFB10	DB00157	NADH
TYR	DB00157	NADH
HADHA	DB00157	NADH
MT-ND4L	DB00157	NADH
NDUFB3	DB00157	NADH
ALDH9A1	DB00157	NADH
NDUFB4	DB00157	NADH
LDHAL6A	DB00157	NADH
SORD	DB00157	NADH
NDUFA9	DB00157	NADH
NDUFS7	DB00157	NADH
NDUFC1	DB00157	NADH
HSD17B10	DB00157	NADH
NDUFA4L2	DB00157	NADH
ME3	DB00157	NADH
HSD11B1	DB00157	NADH
DHFR	DB00157	NADH
HSD17B3	DB00157	NADH
NDUFB1	DB00157	NADH
CYP17A1	DB00157	NADH
MT-ND6	DB00157	NADH
H6PD	DB00157	NADH
ADH4	DB00157	NADH
NDUFA8	DB00157	NADH
NDUFB6	DB00157	NADH
HADH	DB00157	NADH
ADH1B	DB00157	NADH
NDUFA7	DB00157	NADH
HSD17B4	DB00157	NADH
CYP4A11	DB00157	NADH
LDHA	DB00157	NADH
NDUFB2	DB00157	NADH
AKR1C4	DB00157	NADH
ALDH3B1	DB00157	NADH
ADH1C	DB00157	NADH
NDUFA5	DB00157	NADH
ALDH1B1	DB00157	NADH
NDUFV1	DB00157	NADH
NDUFS1	DB00157	NADH
NDUFS4	DB00157	NADH
MT-ND1	DB00157	NADH
NDUFB7	DB00157	NADH
ALDH1A2	DB00157	NADH
ADH7	DB00157	NADH
NDUFA13	DB00157	NADH
QDPR	DB00157	NADH
NDUFA11	DB00157	NADH
GAPDH	DB00157	NADH
NDUFAB1	DB00157	NADH
NDUFA2	DB00157	NADH
MT-ND4	DB00157	NADH
HPGD	DB00157	NADH
ALDH1A1	DB00157	NADH
IDH3B	DB00157	NADH
RDH5	DB00157	NADH
PDHA1	DB00157	NADH
HMGCR	DB00157	NADH
HSD17B8	DB00157	NADH
MT-ND5	DB00157	NADH
ALDH1A3	DB00157	NADH
EHHADH	DB00157	NADH
HMOX2	DB00157	NADH
MDH1	DB00157	NADH
AKR1C3	DB00157	NADH
NDUFB9	DB00157	NADH
ALDH3A2	DB00157	NADH
ME1	DB00157	NADH
PDHA2	DB00157	NADH
AKR1C2	DB00157	NADH
UGDH	DB00157	NADH
MT-ND2	DB00157	NADH
TSTA3	DB00157	NADH
NDUFB8	DB00157	NADH
NDUFA3	DB00157	NADH
ALDH3A1	DB00157	NADH
GAPDHS	DB00157	NADH
IMPDH2	DB00157	NADH
PYCR2	DB00157	NADH
NDUFS2	DB00157	NADH
HMOX1	DB00157	NADH
DLD	DB00157	NADH
BLVRA	DB00157	NADH
NDUFA12	DB00157	NADH
IMPDH1	DB00157	NADH
ACADS	DB00157	NADH
IDH3G	DB00157	NADH
MDH2	DB00157	NADH
AMT	DB00157	NADH
AASS	DB00157	NADH
PDHB	DB00157	NADH
ALDH5A1	DB00157	NADH
GLUD1	DB00157	NADH
MTHFD2	DB00157	NADH
CDO1	DB00157	NADH
BLVRB	DB00157	NADH
MTHFD1	DB00157	NADH
GSR	DB00157	NADH
AKR1B1	DB00157	NADH
GLUD2	DB00157	NADH
FOLR2	DB00158	Folic acid
FOLR3	DB00158	Folic acid
FOLR1	DB00158	Folic acid
FFAR1	DB00159	Icosapent
ACSL4	DB00159	Icosapent
FABP7	DB00159	Icosapent
PTGS1	DB00159	Icosapent
PPARA	DB00159	Icosapent
PPARG	DB00159	Icosapent
PTGS2	DB00159	Icosapent
FADS1	DB00159	Icosapent
SLC8A1	DB00159	Icosapent
PPARD	DB00159	Icosapent
TRPV1	DB00159	Icosapent
AARS	DB00160	Alanine
SLC1A4	DB00160	Alanine
SLC36A1	DB00160	Alanine
AARS2	DB00160	Alanine
KYNU	DB00160	Alanine
SLC7A8	DB00160	Alanine
PHYKPL	DB00160	Alanine
NFS1	DB00160	Alanine
GPT	DB00160	Alanine
GPT2	DB00160	Alanine
AGXT2	DB00160	Alanine
ABAT	DB00160	Alanine
AGXT	DB00160	Alanine
VARS	DB00161	Valine
PCCB	DB00161	Valine
BCAT1	DB00161	Valine
DHRS4	DB00162	Vitamin A
RDH13	DB00162	Vitamin A
RDH12	DB00162	Vitamin A
LRAT	DB00162	Vitamin A
DHRS3	DB00162	Vitamin A
RETSAT	DB00162	Vitamin A
RDH11	DB00162	Vitamin A
RDH14	DB00162	Vitamin A
RDH8	DB00162	Vitamin A
APOD	DB00162	Vitamin A
PTGDS	DB00162	Vitamin A
ALDH1A2	DB00162	Vitamin A
ALDH1A1	DB00162	Vitamin A
RDH5	DB00162	Vitamin A
ALDH1A3	DB00162	Vitamin A
SEC14L4	DB00163	Vitamin E
ALOX5	DB00163	Vitamin E
SEC14L2	DB00163	Vitamin E
SEC14L3	DB00163	Vitamin E
PRKCB	DB00163	Vitamin E
NR1I2	DB00163	Vitamin E
DGKA	DB00163	Vitamin E
PPP2CB	DB00163	Vitamin E
PPP2CA	DB00163	Vitamin E
PRKCA	DB00163	Vitamin E
PDXK	DB00165	Pyridoxine
LIPT1	DB00166	Lipoic acid
SLC5A6	DB00166	Lipoic acid
LIAS	DB00166	Lipoic acid
IARS	DB00167	Isoleucine
ACADSB	DB00167	Isoleucine
IARS2	DB00167	Isoleucine
BCAT2	DB00167	Isoleucine
BCAT1	DB00167	Isoleucine
TAS1R2	DB00168	Aspartame
TAS1R3	DB00168	Aspartame
TRPV1	DB00168	Aspartame
VDR	DB00169	Cholecalciferol
PROC	DB00170	Menadione
VKORC1	DB00170	Menadione
BGLAP	DB00170	Menadione
NQO1	DB00170	Menadione
VKORC1L1	DB00170	Menadione
NQO2	DB00170	Menadione
F9	DB00170	Menadione
PROS1	DB00170	Menadione
GGCX	DB00170	Menadione
F2	DB00170	Menadione
ABL1	DB00171	ATP
ADRBK2	DB00171	ATP
ABCA1	DB00171	ATP
AFG3L2	DB00171	ATP
NAE1	DB00171	ATP
ABCC8	DB00171	ATP
NT5C2	DB00171	ATP
ACVR1	DB00171	ATP
APAF1	DB00171	ATP
ADRBK1	DB00171	ATP
ALK	DB00171	ATP
AKT1	DB00171	ATP
ARAF	DB00171	ATP
ABL2	DB00171	ATP
CDK15	DB00171	ATP
ACVRL1	DB00171	ATP
ABCC9	DB00171	ATP
SLC25A4	DB00171	ATP
ACVR1B	DB00171	ATP
AMHR2	DB00171	ATP
ABCB11	DB00171	ATP
ACSS1	DB00171	ATP
ASNA1	DB00171	ATP
TNK2	DB00171	ATP
ABCC1	DB00171	ATP
ABCB1	DB00171	ATP
ABCC2	DB00171	ATP
ABCG1	DB00171	ATP
ABCC4	DB00171	ATP
CFTR	DB00171	ATP
CSNK2A1	DB00171	ATP
PIK3CA	DB00171	ATP
PPP5C	DB00171	ATP
ABCC6	DB00171	ATP
CSNK2B	DB00171	ATP
P2RY11	DB00171	ATP
ADCY1	DB00171	ATP
ACSS2	DB00171	ATP
ACSL1	DB00171	ATP
PRKAA1	DB00171	ATP
ASNS	DB00171	ATP
ASS1	DB00171	ATP
SLC6A14	DB00172	Proline
SLC6A7	DB00172	Proline
P4HA2	DB00172	Proline
PRODH	DB00172	Proline
PPIH	DB00172	Proline
PPIB	DB00172	Proline
PPIC	DB00172	Proline
PPIG	DB00172	Proline
P5CR2	DB00172	Proline
PARS2	DB00172	Proline
L3HYPDH	DB00172	Proline
PYCRL	DB00172	Proline
P4HA1	DB00172	Proline
EPRS	DB00172	Proline
PYCR1	DB00172	Proline
PYCR2	DB00172	Proline
PPIA	DB00172	Proline
PPIF	DB00172	Proline
PROSC	DB00172	Proline
P3H1	DB00172	Proline
P3H2	DB00172	Proline
P3H3	DB00172	Proline
APRT	DB00173	Adenine
MTAP	DB00173	Adenine
PECR	DB00173	Adenine
ACP1	DB00173	Adenine
SRPK2	DB00173	Adenine
ACACB	DB00173	Adenine
SLC1A5	DB00174	Asparagine
NARS	DB00174	Asparagine
NARS2	DB00174	Asparagine
SLC38A1	DB00174	Asparagine
SLC38A2	DB00174	Asparagine
SLC38A3	DB00174	Asparagine
SLC38A4	DB00174	Asparagine
ASRGL1	DB00174	Asparagine
ASNS	DB00174	Asparagine
HDAC2	DB00175	Pravastatin
HMGCR	DB00175	Pravastatin
KCNH2	DB00176	Fluvoxamine
SLC6A4	DB00176	Fluvoxamine
AGTR1	DB00177	Valsartan
ACE	DB00178	Ramipril
BDKRB1	DB00178	Ramipril
SHBG	DB00179	Masoprocol
ALOX5	DB00179	Masoprocol
NR3C1	DB00180	Flunisolide
GABBR1	DB00181	Baclofen
GABBR2	DB00181	Baclofen
SLC18A2	DB00182	Amphetamine
SLC6A2	DB00182	Amphetamine
SLC6A3	DB00182	Amphetamine
DRD2	DB00182	Amphetamine
CARTPT	DB00182	Amphetamine
TAAR1	DB00182	Amphetamine
MAOB	DB00182	Amphetamine
ADRB1	DB00182	Amphetamine
ADRB2	DB00182	Amphetamine
ADRB3	DB00182	Amphetamine
ADRA1A	DB00182	Amphetamine
ADRA1B	DB00182	Amphetamine
ADRA1D	DB00182	Amphetamine
ADRA2A	DB00182	Amphetamine
ADRA2B	DB00182	Amphetamine
ADRA2C	DB00182	Amphetamine
MAOA	DB00182	Amphetamine
VMAT2	DB00182	Amphetamine
SLC6A4	DB00182	Amphetamine
CCKBR	DB00183	Pentagastrin
CHRNA10	DB00184	Nicotine
CHAT	DB00184	Nicotine
CHRNA2	DB00184	Nicotine
CHRNA4	DB00184	Nicotine
CHRNB2	DB00184	Nicotine
CYP19A1	DB00184	Nicotine
CHRNA9	DB00184	Nicotine
CHRNB4	DB00184	Nicotine
CHRNA3	DB00184	Nicotine
CHRNA5	DB00184	Nicotine
CHRNA6	DB00184	Nicotine
CHRNB3	DB00184	Nicotine
CHRNA7	DB00184	Nicotine
CHRM3	DB00185	Cevimeline
CHRM1	DB00185	Cevimeline
GABRA1	DB00186	Lorazepam
GABRA2	DB00186	Lorazepam
GABRA3	DB00186	Lorazepam
GABRA4	DB00186	Lorazepam
GABRA5	DB00186	Lorazepam
GABRA6	DB00186	Lorazepam
GABRB1	DB00186	Lorazepam
GABRB2	DB00186	Lorazepam
GABRB3	DB00186	Lorazepam
GABRD	DB00186	Lorazepam
GABRE	DB00186	Lorazepam
GABRG1	DB00186	Lorazepam
GABRG2	DB00186	Lorazepam
GABRG3	DB00186	Lorazepam
GABRP	DB00186	Lorazepam
GABRQ	DB00186	Lorazepam
ADRB1	DB00187	Esmolol
PSMB1	DB00188	Bortezomib
PSMB5	DB00188	Bortezomib
GABRA1	DB00189	Ethchlorvynol
GABRA2	DB00189	Ethchlorvynol
GABRA3	DB00189	Ethchlorvynol
GABRA4	DB00189	Ethchlorvynol
GABRA5	DB00189	Ethchlorvynol
GABRA6	DB00189	Ethchlorvynol
GABRB1	DB00189	Ethchlorvynol
GABRB2	DB00189	Ethchlorvynol
GABRB3	DB00189	Ethchlorvynol
GABRD	DB00189	Ethchlorvynol
GABRE	DB00189	Ethchlorvynol
GABRG1	DB00189	Ethchlorvynol
GABRG2	DB00189	Ethchlorvynol
GABRG3	DB00189	Ethchlorvynol
GABRP	DB00189	Ethchlorvynol
GABRQ	DB00189	Ethchlorvynol
DDC	DB00190	Carbidopa
MAOA	DB00191	Phentermine
NPY	DB00191	Phentermine
SLC6A2	DB00191	Phentermine
SLC6A3	DB00191	Phentermine
MAOB	DB00191	Phentermine
SLC6A4	DB00191	Phentermine
SCN5A	DB00192	Indecainide
ADORA1	DB00193	Tramadol
TACR1	DB00193	Tramadol
OPRD1	DB00193	Tramadol
HTR2C	DB00193	Tramadol
OPRK1	DB00193	Tramadol
OPRM1	DB00193	Tramadol
SCN2A	DB00193	Tramadol
CHRNA7	DB00193	Tramadol
ADRA2A	DB00193	Tramadol
ADRA2B	DB00193	Tramadol
ADRA2C	DB00193	Tramadol
GRIN1	DB00193	Tramadol
GRIN2A	DB00193	Tramadol
GRIN2B	DB00193	Tramadol
GRIN2C	DB00193	Tramadol
GRIN2D	DB00193	Tramadol
GRIN3A	DB00193	Tramadol
GRIN3B	DB00193	Tramadol
CHRM3	DB00193	Tramadol
CHRM1	DB00193	Tramadol
SLC6A2	DB00193	Tramadol
SLC6A4	DB00193	Tramadol
TRPV1	DB00193	Tramadol
ADRB2	DB00195	Betaxolol
ADRB1	DB00195	Betaxolol
SLC29A1	DB00197	Troglitazone
ESRRG	DB00197	Troglitazone
ESRRA	DB00197	Troglitazone
GSTP1	DB00197	Troglitazone
ACSL4	DB00197	Troglitazone
PPARA	DB00197	Troglitazone
PPARG	DB00197	Troglitazone
PPARD	DB00197	Troglitazone
SERPINE1	DB00197	Troglitazone
NEU1	DB00198	Oseltamivir
NEU2	DB00198	Oseltamivir
MLNR	DB00199	Erythromycin
KCNH2	DB00199	Erythromycin
TCN1	DB00200	Hydroxocobalamin
AMN	DB00200	Hydroxocobalamin
CUBN	DB00200	Hydroxocobalamin
MMAA	DB00200	Hydroxocobalamin
MUT	DB00200	Hydroxocobalamin
MMACHC	DB00200	Hydroxocobalamin
MTR	DB00200	Hydroxocobalamin
ADORA2B	DB00201	Caffeine
ADORA3	DB00201	Caffeine
RYR1	DB00201	Caffeine
ADORA2A	DB00201	Caffeine
PRKDC	DB00201	Caffeine
PIK3CD	DB00201	Caffeine
PIK3CB	DB00201	Caffeine
ATM	DB00201	Caffeine
ITPR1	DB00201	Caffeine
ITPR2	DB00201	Caffeine
ITPR3	DB00201	Caffeine
PDE1A	DB00201	Caffeine
PDE1B	DB00201	Caffeine
PDE1C	DB00201	Caffeine
PDE10A	DB00201	Caffeine
PDE4A	DB00201	Caffeine
PDE4B	DB00201	Caffeine
PDE4C	DB00201	Caffeine
PDE4D	DB00201	Caffeine
PDE7B	DB00201	Caffeine
PDE2A	DB00201	Caffeine
PDE3A	DB00201	Caffeine
PDE3B	DB00201	Caffeine
PDE5A	DB00201	Caffeine
PDE6C	DB00201	Caffeine
PDE11A	DB00201	Caffeine
PDE7A	DB00201	Caffeine
PDE8A	DB00201	Caffeine
PDE8B	DB00201	Caffeine
PDE9A	DB00201	Caffeine
PDE6A	DB00201	Caffeine
PDE6B	DB00201	Caffeine
ADORA1	DB00201	Caffeine
PIK3CA	DB00201	Caffeine
CHRM2	DB00202	Succinylcholine
CHRNA10	DB00202	Succinylcholine
CHRNA2	DB00202	Succinylcholine
CHRNA3	DB00202	Succinylcholine
CHRNA4	DB00202	Succinylcholine
CHRNA5	DB00202	Succinylcholine
CHRNA6	DB00202	Succinylcholine
CHRNA7	DB00202	Succinylcholine
CHRNA9	DB00202	Succinylcholine
CHRNB2	DB00202	Succinylcholine
CHRNB3	DB00202	Succinylcholine
CHRNB4	DB00202	Succinylcholine
CHRM3	DB00202	Succinylcholine
PDE5A	DB00203	Sildenafil
PDE6G	DB00203	Sildenafil
PDE6H	DB00203	Sildenafil
KCNK2	DB00204	Dofetilide
KCNJ12	DB00204	Dofetilide
KCNH2	DB00204	Dofetilide
HEXB	DB00205	Pyrimethamine
DHFR	DB00205	Pyrimethamine
BIRC5	DB00206	Reserpine
SLC18A1	DB00206	Reserpine
SLC18A2	DB00206	Reserpine
PADI4	DB00207	Azithromycin
P2RY12	DB00208	Ticlopidine
CHRM1	DB00209	Trospium
CHRM3	DB00209	Trospium
RXRB	DB00210	Adapalene
RARG	DB00210	Adapalene
RARB	DB00210	Adapalene
RARA	DB00210	Adapalene
RXRG	DB00210	Adapalene
JUN	DB00210	Adapalene
RXRA	DB00210	Adapalene
TLR2	DB00210	Adapalene
GOT1	DB00210	Adapalene
ADRA1A	DB00211	Midodrine
ADRA1B	DB00211	Midodrine
ADRA1D	DB00211	Midodrine
REN	DB00212	Remikiren
ATP4A	DB00213	Pantoprazole
DDAH1	DB00213	Pantoprazole
SLC12A2	DB00214	Torasemide
SLC12A1	DB00214	Torasemide
HRH1	DB00215	Citalopram
SLC6A4	DB00215	Citalopram
HTR1A	DB00216	Eletriptan
HTR1F	DB00216	Eletriptan
HTR1D	DB00216	Eletriptan
HTR1B	DB00216	Eletriptan
KCNJ1	DB00217	Bethanidine
ADRA2A	DB00217	Bethanidine
ADRA2B	DB00217	Bethanidine
ADRA2C	DB00217	Bethanidine
ADRB1	DB00217	Bethanidine
ADRB2	DB00217	Bethanidine
ADRB3	DB00217	Bethanidine
TOP2A	DB00218	Moxifloxacin
CHRM1	DB00219	Oxyphenonium
ADRB2	DB00221	Isoetharine
ADRB1	DB00221	Isoetharine
KCNJ11	DB00222	Glimepiride
ABCC8	DB00222	Glimepiride
KCNJ1	DB00222	Glimepiride
NR3C1	DB00223	Diflorasone
SLC6A2	DB00226	Guanadrel
HDAC2	DB00227	Lovastatin
ITGAL	DB00227	Lovastatin
HMGCR	DB00227	Lovastatin
ATP2C1	DB00228	Enflurane
ATP2A1	DB00228	Enflurane
GRIN1	DB00228	Enflurane
GRIN2A	DB00228	Enflurane
GRIN2B	DB00228	Enflurane
GRIN2C	DB00228	Enflurane
GRIN2D	DB00228	Enflurane
GRIN3A	DB00228	Enflurane
GRIN3B	DB00228	Enflurane
GLRA1	DB00228	Enflurane
CACNG1	DB00228	Enflurane
CACNG2	DB00228	Enflurane
CACNG3	DB00228	Enflurane
CACNG4	DB00228	Enflurane
CACNG5	DB00228	Enflurane
CACNG6	DB00228	Enflurane
CACNG7	DB00228	Enflurane
CACNG8	DB00228	Enflurane
CACNA2D1	DB00228	Enflurane
CACNA2D2	DB00228	Enflurane
CACNA2D3	DB00228	Enflurane
CACNA2D4	DB00228	Enflurane
CACNA1C	DB00228	Enflurane
CACNA1D	DB00228	Enflurane
CACNA1F	DB00228	Enflurane
CACNA1S	DB00228	Enflurane
CACNB1	DB00228	Enflurane
CACNB2	DB00228	Enflurane
CACNB3	DB00228	Enflurane
CACNB4	DB00228	Enflurane
CACNA1B	DB00228	Enflurane
CACNA1A	DB00228	Enflurane
CACNA1E	DB00228	Enflurane
CACNA1G	DB00228	Enflurane
CACNA1H	DB00228	Enflurane
CACNA1I	DB00228	Enflurane
GABRA1	DB00228	Enflurane
GABRA2	DB00228	Enflurane
GABRA3	DB00228	Enflurane
GABRA4	DB00228	Enflurane
GABRA5	DB00228	Enflurane
GABRA6	DB00228	Enflurane
GABRB1	DB00228	Enflurane
GABRB2	DB00228	Enflurane
GABRB3	DB00228	Enflurane
GABRD	DB00228	Enflurane
GABRE	DB00228	Enflurane
GABRG1	DB00228	Enflurane
GABRG2	DB00228	Enflurane
GABRG3	DB00228	Enflurane
GABRP	DB00228	Enflurane
GABRQ	DB00228	Enflurane
CACNA2D1	DB00230	Pregabalin
GABRA1	DB00231	Temazepam
GABRA2	DB00231	Temazepam
GABRA3	DB00231	Temazepam
GABRA5	DB00231	Temazepam
GABRG1	DB00231	Temazepam
GABRG2	DB00231	Temazepam
GABRG3	DB00231	Temazepam
GABRA4	DB00231	Temazepam
GABRA6	DB00231	Temazepam
GABRB1	DB00231	Temazepam
GABRB2	DB00231	Temazepam
GABRB3	DB00231	Temazepam
GABRD	DB00231	Temazepam
GABRE	DB00231	Temazepam
GABRP	DB00231	Temazepam
GABRQ	DB00231	Temazepam
CA1	DB00232	Methyclothiazide
CA2	DB00232	Methyclothiazide
CA4	DB00232	Methyclothiazide
SLC12A1	DB00232	Methyclothiazide
PLA2G2E	DB00233	Aminosalicylic acid
CHUK	DB00233	Aminosalicylic acid
ALOX5	DB00233	Aminosalicylic acid
PTGS2	DB00233	Aminosalicylic acid
SLC6A2	DB00234	Reboxetine
PDE3A	DB00235	Milrinone
GRIK1	DB00237	Butabarbital
GRIA1	DB00237	Butabarbital
GRIK2	DB00237	Butabarbital
GRIK4	DB00237	Butabarbital
GRIK5	DB00237	Butabarbital
GRIA2	DB00237	Butabarbital
GRIA4	DB00237	Butabarbital
GRIA3	DB00237	Butabarbital
GRIK3	DB00237	Butabarbital
CHRNA10	DB00237	Butabarbital
CHRNA2	DB00237	Butabarbital
CHRNA3	DB00237	Butabarbital
CHRNA4	DB00237	Butabarbital
CHRNA5	DB00237	Butabarbital
CHRNA6	DB00237	Butabarbital
CHRNA7	DB00237	Butabarbital
CHRNA9	DB00237	Butabarbital
CHRNB2	DB00237	Butabarbital
CHRNB3	DB00237	Butabarbital
CHRNB4	DB00237	Butabarbital
GABRA1	DB00237	Butabarbital
GABRA2	DB00237	Butabarbital
GABRA3	DB00237	Butabarbital
GABRA4	DB00237	Butabarbital
GABRA5	DB00237	Butabarbital
GABRA6	DB00237	Butabarbital
GABRB1	DB00237	Butabarbital
GABRB2	DB00237	Butabarbital
GABRB3	DB00237	Butabarbital
GABRD	DB00237	Butabarbital
GABRE	DB00237	Butabarbital
GABRG1	DB00237	Butabarbital
GABRG2	DB00237	Butabarbital
GABRG3	DB00237	Butabarbital
GABRP	DB00237	Butabarbital
GABRQ	DB00237	Butabarbital
NR1I2	DB00239	Oxiconazole
NR3C1	DB00240	Alclometasone
GABRA2	DB00241	Butalbital
GABRA5	DB00241	Butalbital
GABRA4	DB00241	Butalbital
GABRA3	DB00241	Butalbital
GABRA6	DB00241	Butalbital
GABRA1	DB00241	Butalbital
CHRNA4	DB00241	Butalbital
GRIK2	DB00241	Butalbital
GRIA2	DB00241	Butalbital
CHRNA7	DB00241	Butalbital
GABRB1	DB00241	Butalbital
GABRB2	DB00241	Butalbital
GABRB3	DB00241	Butalbital
GABRD	DB00241	Butalbital
GABRE	DB00241	Butalbital
GABRG1	DB00241	Butalbital
GABRG2	DB00241	Butalbital
GABRG3	DB00241	Butalbital
GABRP	DB00241	Butalbital
GABRQ	DB00241	Butalbital
PNP	DB00242	Cladribine
RRM1	DB00242	Cladribine
POLA1	DB00242	Cladribine
RRM2	DB00242	Cladribine
RRM2B	DB00242	Cladribine
POLE	DB00242	Cladribine
POLE2	DB00242	Cladribine
POLE4	DB00242	Cladribine
POLE3	DB00242	Cladribine
ADRA1A	DB00243	Ranolazine
ADRA1B	DB00243	Ranolazine
ADRA1D	DB00243	Ranolazine
SCN1A	DB00243	Ranolazine
SCN10A	DB00243	Ranolazine
SCN11A	DB00243	Ranolazine
SCN2A	DB00243	Ranolazine
SCN3A	DB00243	Ranolazine
SCN4A	DB00243	Ranolazine
SCN5A	DB00243	Ranolazine
SCN7A	DB00243	Ranolazine
SCN8A	DB00243	Ranolazine
SCN9A	DB00243	Ranolazine
SCN1B	DB00243	Ranolazine
SCN2B	DB00243	Ranolazine
SCN3B	DB00243	Ranolazine
SCN4B	DB00243	Ranolazine
KCNJ12	DB00243	Ranolazine
KCNJ14	DB00243	Ranolazine
KCNJ2	DB00243	Ranolazine
KCNJ4	DB00243	Ranolazine
CACNA1C	DB00243	Ranolazine
CACNA1D	DB00243	Ranolazine
CACNA1F	DB00243	Ranolazine
CACNA1S	DB00243	Ranolazine
CACNB1	DB00243	Ranolazine
CACNB2	DB00243	Ranolazine
CACNB3	DB00243	Ranolazine
CACNB4	DB00243	Ranolazine
ADRB1	DB00243	Ranolazine
MPO	DB00244	Mesalazine
IKBKB	DB00244	Mesalazine
CHUK	DB00244	Mesalazine
PTGS1	DB00244	Mesalazine
PPARG	DB00244	Mesalazine
ALOX5	DB00244	Mesalazine
PTGS2	DB00244	Mesalazine
HRH1	DB00245	Benzatropine
SLC6A3	DB00245	Benzatropine
CHRM1	DB00245	Benzatropine
SLC6A2	DB00245	Benzatropine
SLC6A4	DB00245	Benzatropine
DRD1	DB00246	Ziprasidone
DRD5	DB00246	Ziprasidone
CHRM5	DB00246	Ziprasidone
ADRA2A	DB00246	Ziprasidone
ADRA2C	DB00246	Ziprasidone
DRD4	DB00246	Ziprasidone
CHRM4	DB00246	Ziprasidone
HTR2A	DB00246	Ziprasidone
HTR1E	DB00246	Ziprasidone
ADRA2B	DB00246	Ziprasidone
DRD3	DB00246	Ziprasidone
HTR7	DB00246	Ziprasidone
HTR6	DB00246	Ziprasidone
HTR5A	DB00246	Ziprasidone
HTR3A	DB00246	Ziprasidone
HTR3B	DB00246	Ziprasidone
HTR3C	DB00246	Ziprasidone
HTR3D	DB00246	Ziprasidone
HTR3E	DB00246	Ziprasidone
HTR1A	DB00246	Ziprasidone
ADRA1A	DB00246	Ziprasidone
HTR2C	DB00246	Ziprasidone
CHRM2	DB00246	Ziprasidone
ADRA1B	DB00246	Ziprasidone
HTR1D	DB00246	Ziprasidone
DRD2	DB00246	Ziprasidone
HTR1B	DB00246	Ziprasidone
HRH1	DB00246	Ziprasidone
CHRM3	DB00246	Ziprasidone
CHRM1	DB00246	Ziprasidone
HTR2B	DB00247	Methysergide
HTR2A	DB00247	Methysergide
HTR1F	DB00247	Methysergide
HTR1E	DB00247	Methysergide
HTR7	DB00247	Methysergide
HTR1A	DB00247	Methysergide
HTR2C	DB00247	Methysergide
HTR1B	DB00247	Methysergide
DRD1	DB00248	Cabergoline
DRD5	DB00248	Cabergoline
ADRA2A	DB00248	Cabergoline
ADRA2C	DB00248	Cabergoline
DRD4	DB00248	Cabergoline
HTR2B	DB00248	Cabergoline
ADRA2B	DB00248	Cabergoline
DRD3	DB00248	Cabergoline
ADRA1D	DB00248	Cabergoline
HTR2A	DB00248	Cabergoline
ADRA1A	DB00248	Cabergoline
ADRA1B	DB00248	Cabergoline
HTR7	DB00248	Cabergoline
HTR1D	DB00248	Cabergoline
DRD2	DB00248	Cabergoline
HTR1A	DB00248	Cabergoline
HTR2C	DB00248	Cabergoline
ADRB2	DB00248	Cabergoline
HTR1B	DB00248	Cabergoline
ADRB1	DB00248	Cabergoline
SCN1A	DB00252	Phenytoin
SCN3A	DB00252	Phenytoin
SCN8A	DB00252	Phenytoin
SCN1B	DB00252	Phenytoin
CACNA1C	DB00252	Phenytoin
CACNA1D	DB00252	Phenytoin
CACNA1F	DB00252	Phenytoin
CACNA1S	DB00252	Phenytoin
CACNB1	DB00252	Phenytoin
CACNB2	DB00252	Phenytoin
CACNB3	DB00252	Phenytoin
CACNB4	DB00252	Phenytoin
CACNA1A	DB00252	Phenytoin
SCN5A	DB00252	Phenytoin
SCN2A	DB00252	Phenytoin
NR1I2	DB00252	Phenytoin
KCNH2	DB00252	Phenytoin
GABRA1	DB00252	Phenytoin
